,group,user,task_id,completed,active_time,percentileActiveTime,percTimeAbove85,percTimeBelow15,ws-check_solution,percentileAtt,percAttAbove85,percAttBelow15,totalUserPersistence
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Pyramids are Strange,1.0,133.817279,32.23684210526316,False,False,2,19.736842105263158,False,True,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Ramp Up and Can It,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Ramp Up and Can It,0.0,445.04049399999974,92.63157894736842,True,False,6,87.89473684210526,True,False,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Sandbox,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Sandbox,0.0,127.54402499999999,28.91566265060241,False,False,0,50.602409638554214,True,True,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Square Cross-Sections,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Square Cross-Sections,1.0,78.668182,18.7192118226601,False,False,5,79.80295566502463,False,False,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Stranger Shapes,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Stranger Shapes,0.0,664.9039100000007,93.16239316239316,True,False,4,43.162393162393165,False,False,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Sugar Cones,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Sugar Cones,1.0,48.41464600000001,35.714285714285715,False,False,1,33.333333333333336,False,True,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Tall and Small,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Tall and Small,1.0,229.9648239999999,54.36893203883495,False,False,2,31.553398058252426,False,False,11.54
e6af7d42084352a39449e6d0a09b18cd~a8d110698c69055de0f594ab2956dde2~Warm Up,e6af7d42084352a39449e6d0a09b18cd,a8d110698c69055de0f594ab2956dde2,Warm Up,1.0,31.524898,33.05785123966942,False,False,1,46.69421487603306,True,True,11.54
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~1. One Box,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,1. One Box,1.0,46.28444400000001,48.35164835164835,False,False,1,51.0989010989011,True,True,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~2. Separated Boxes,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,2. Separated Boxes,1.0,137.206046,78.49056603773585,False,False,3,72.64150943396227,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~3. Rotate a Pyramid,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,3. Rotate a Pyramid,1.0,76.93574099999996,56.34920634920635,False,False,2,58.13492063492063,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~4. Match Silhouettes,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,4. Match Silhouettes,1.0,30.632777,16.260162601626018,False,False,1,29.471544715447155,False,True,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,45-Degree Rotations,1.0,829.1427880000005,98.07692307692308,True,False,2,71.7948717948718,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~5. Removing Objects,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,5. Removing Objects,1.0,263.29348799999997,72.72727272727273,False,False,2,57.43801652892562,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~6. Stretch a Ramp,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,6. Stretch a Ramp,1.0,145.03380099999998,62.719298245614034,False,False,2,51.75438596491228,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~7. Max 2 Boxes,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,7. Max 2 Boxes,1.0,619.9257330000002,97.73755656108597,True,False,4,90.49773755656109,True,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~8. Combine 2 Ramps,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,8. Combine 2 Ramps,1.0,86.91474300000003,50.23041474654378,False,False,1,39.63133640552996,False,True,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~9. Scaling Round Objects,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,9. Scaling Round Objects,1.0,60.200871,20.0,False,False,1,23.25,False,True,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~Bird Fez,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,Bird Fez,1.0,340.06138500000003,77.90055248618785,False,False,5,78.7292817679558,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~Pi Henge,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,Pi Henge,1.0,360.2715959999997,93.25153374233129,True,False,6,98.46625766871166,True,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,Pyramids are Strange,0.0,365.52165000000014,79.60526315789474,False,False,6,83.22368421052632,True,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~Sandbox,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,Sandbox,0.0,19.332339,12.048192771084338,False,True,0,50.602409638554214,True,True,13.33
e6af7d42084352a39449e6d0a09b18cd~a9381a5d6b310e58bb06df10c0a8bcfa~Square Cross-Sections,e6af7d42084352a39449e6d0a09b18cd,a9381a5d6b310e58bb06df10c0a8bcfa,Square Cross-Sections,1.0,172.842813,44.827586206896555,False,False,4,71.42857142857143,False,False,13.33
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~1. One Box,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,1. One Box,1.0,15.140511000000002,3.663003663003663,False,True,1,51.0989010989011,True,True,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~8. Combine 2 Ramps,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,8. Combine 2 Ramps,1.0,59.674476999999996,27.649769585253456,False,False,1,39.63133640552996,False,True,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~9. Scaling Round Objects,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,9. Scaling Round Objects,1.0,233.46676500000004,72.0,False,False,3,74.0,False,False,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,Angled Silhouette,0.0,5.424697,2.3255813953488373,False,True,0,5.813953488372093,False,True,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Bird Fez,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,Bird Fez,0.0,261.9250380000001,66.85082872928177,False,False,4,71.2707182320442,False,False,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Pi Henge,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,Pi Henge,0.0,136.146527,61.96319018404908,False,False,1,33.43558282208589,False,True,0.0
e6af7d42084352a39449e6d0a09b18cd~a9eac4d5476d2f20a263becdc89ca829~Square Cross-Sections,e6af7d42084352a39449e6d0a09b18cd,a9eac4d5476d2f20a263becdc89ca829,Square Cross-Sections,1.0,356.8110709999999,73.89162561576354,False,False,9,93.5960591133005,True,False,0.0
e6af7d42084352a39449e6d0a09b18cd~b569f465acee475bc6eb06a288b823c7~1. One Box,e6af7d42084352a39449e6d0a09b18cd,b569f465acee475bc6eb06a288b823c7,1. One Box,1.0,79.52582600000001,72.16117216117216,False,False,1,51.0989010989011,True,True,0.0
e6af7d42084352a39449e6d0a09b18cd~b569f465acee475bc6eb06a288b823c7~2. Separated Boxes,e6af7d42084352a39449e6d0a09b18cd,b569f465acee475bc6eb06a288b823c7,2. Separated Boxes,0.0,79.47920900000001,55.094339622641506,False,False,2,47.35849056603774,False,False,0.0
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~1. One Box,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,1. One Box,1.0,32.9492,31.86813186813187,False,False,1,51.0989010989011,True,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~2. Separated Boxes,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,2. Separated Boxes,1.0,61.67199300000001,36.60377358490566,False,False,2,47.35849056603774,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~3. Rotate a Pyramid,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,3. Rotate a Pyramid,1.0,20.409790999999995,5.555555555555555,False,True,1,21.825396825396826,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~4. Match Silhouettes,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,4. Match Silhouettes,1.0,29.937562,15.853658536585366,False,False,1,29.471544715447155,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,45-Degree Rotations,1.0,55.698368,14.743589743589743,False,True,1,34.93589743589744,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~5. Removing Objects,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,5. Removing Objects,1.0,39.998183,14.462809917355372,False,True,1,25.619834710743802,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~6. Stretch a Ramp,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,6. Stretch a Ramp,1.0,50.18874600000001,17.54385964912281,False,False,1,19.07894736842105,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~7. Max 2 Boxes,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,7. Max 2 Boxes,1.0,34.342703,25.339366515837103,False,False,1,31.67420814479638,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~8. Combine 2 Ramps,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,8. Combine 2 Ramps,1.0,35.03335499999999,4.147465437788019,False,True,1,39.63133640552996,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~9. Scaling Round Objects,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,9. Scaling Round Objects,1.0,71.08484800000001,27.0,False,False,1,23.25,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Angled Silhouette,1.0,72.47995699999998,43.41085271317829,False,False,1,37.98449612403101,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Bear Market,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Bear Market,0.0,921.4925680000003,92.55319148936171,True,False,2,75.0,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Bird Fez,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Bird Fez,1.0,125.89503099999999,34.25414364640884,False,False,2,48.89502762430939,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Boxes Obscure Spheres,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Boxes Obscure Spheres,0.0,3.663406,0.6711409395973155,False,True,0,3.3557046979865772,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Bull Market,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Bull Market,1.0,92.32381899999997,30.0,False,False,2,57.857142857142854,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Few Clues,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Few Clues,1.0,132.99338400000005,36.666666666666664,False,False,1,51.666666666666664,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~More Than Meets Your Eye,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,More Than Meets Your Eye,1.0,142.33083500000004,26.19047619047619,False,False,1,31.547619047619047,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Not Bird,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Not Bird,1.0,599.8312880000002,84.52380952380952,False,False,12,95.83333333333333,True,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Object Limits,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Object Limits,1.0,58.16578800000002,9.090909090909092,False,True,2,13.257575757575758,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Orange Dance,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Orange Dance,0.0,32.359481,29.850746268656717,False,False,0,31.34328358208955,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Pi Henge,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Pi Henge,1.0,287.3506820000002,88.95705521472392,True,False,3,88.95705521472392,True,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Pyramids are Strange,0.0,160.51466799999997,42.10526315789474,False,False,2,42.10526315789474,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Ramp Up and Can It,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Ramp Up and Can It,1.0,50.108568000000005,22.105263157894736,False,False,1,28.94736842105263,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Sandbox,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Sandbox,0.0,2216.235085000004,97.59036144578313,True,False,0,50.602409638554214,True,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Square Cross-Sections,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Square Cross-Sections,1.0,95.059151,22.660098522167488,False,False,1,21.67487684729064,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Stranger Shapes,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Stranger Shapes,1.0,154.78730900000002,30.76923076923077,False,False,3,32.9059829059829,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Sugar Cones,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Sugar Cones,1.0,38.05462599999999,19.841269841269842,False,False,1,33.333333333333336,False,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Tall and Small,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Tall and Small,1.0,130.908482,31.067961165048544,False,False,3,43.20388349514563,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Unnecessary,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Unnecessary,0.0,100.97844400000001,31.57894736842105,False,False,2,44.078947368421055,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Warm Up,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Warm Up,1.0,27.600556,22.31404958677686,False,False,1,46.69421487603306,True,True,6.45
e6af7d42084352a39449e6d0a09b18cd~b7b6a911ecb48add616af2d2546f77de~Zzz,e6af7d42084352a39449e6d0a09b18cd,b7b6a911ecb48add616af2d2546f77de,Zzz,1.0,119.762299,41.77215189873418,False,False,2,51.265822784810126,False,False,6.45
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~1. One Box,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,1. One Box,1.0,42.472969000000006,44.688644688644686,False,False,1,51.0989010989011,True,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~2. Separated Boxes,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,2. Separated Boxes,1.0,360.02901899999983,96.22641509433963,True,False,10,99.62264150943396,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~3. Rotate a Pyramid,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,3. Rotate a Pyramid,1.0,149.01144999999997,78.96825396825396,False,False,3,79.76190476190476,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~4. Match Silhouettes,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,4. Match Silhouettes,1.0,374.06353700000017,87.39837398373983,True,False,3,80.89430894308943,False,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,45-Degree Rotations,0.0,911.6294479999997,99.35897435897436,True,False,5,94.55128205128206,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~5. Removing Objects,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,5. Removing Objects,1.0,273.654234,73.96694214876032,False,False,4,25.619834710743802,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~6. Stretch a Ramp,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,6. Stretch a Ramp,1.0,250.37640699999994,84.21052631578948,False,False,6,91.00877192982456,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~7. Max 2 Boxes,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,7. Max 2 Boxes,1.0,96.18048999999999,66.0633484162896,False,False,2,71.71945701357465,False,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~8. Combine 2 Ramps,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,8. Combine 2 Ramps,1.0,137.11988000000002,70.04608294930875,False,False,1,39.63133640552996,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~9. Scaling Round Objects,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,9. Scaling Round Objects,1.0,558.0996439999999,95.5,True,False,1,23.25,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Angled Silhouette,0.0,87.26719100000003,51.93798449612403,False,False,1,37.98449612403101,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Bird Fez,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Bird Fez,1.0,377.26541900000007,82.32044198895028,False,False,1,21.823204419889503,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Boxes Obscure Spheres,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Boxes Obscure Spheres,1.0,471.9159450000001,73.15436241610739,False,False,10,83.89261744966443,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Object Limits,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Object Limits,1.0,185.83186100000003,52.27272727272727,False,False,5,60.22727272727273,False,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Pi Henge,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Pi Henge,1.0,778.0401090000006,99.38650306748467,True,False,4,94.78527607361963,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Pyramids are Strange,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Pyramids are Strange,1.0,400.6336120000002,82.23684210526316,False,False,1,19.736842105263158,False,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Square Cross-Sections,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Square Cross-Sections,1.0,471.5248179999999,84.23645320197045,False,False,12,96.55172413793103,True,False,22.22
e6af7d42084352a39449e6d0a09b18cd~be778b20fbbc034986feccd6f320585f~Warm Up,e6af7d42084352a39449e6d0a09b18cd,be778b20fbbc034986feccd6f320585f,Warm Up,1.0,80.31233300000001,85.9504132231405,True,False,1,46.69421487603306,True,True,22.22
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~1. One Box,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,1. One Box,1.0,64.331894,60.07326007326007,False,False,1,51.0989010989011,True,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~2. Separated Boxes,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,2. Separated Boxes,1.0,214.14478400000002,89.43396226415095,True,False,2,47.35849056603774,False,False,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~3. Rotate a Pyramid,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,3. Rotate a Pyramid,1.0,171.93336100000002,82.93650793650794,False,False,3,79.76190476190476,True,False,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~4. Match Silhouettes,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,4. Match Silhouettes,1.0,235.75251799999992,80.08130081300813,False,False,1,29.471544715447155,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~45-Degree Rotations,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,45-Degree Rotations,1.0,321.8340849999998,85.8974358974359,True,False,2,71.7948717948718,False,False,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~5. Removing Objects,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,5. Removing Objects,1.0,100.40141199999997,41.735537190082646,False,False,1,25.619834710743802,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~6. Stretch a Ramp,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,6. Stretch a Ramp,1.0,60.619438,25.43859649122807,False,False,2,51.75438596491228,False,False,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~7. Max 2 Boxes,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,7. Max 2 Boxes,1.0,25.393434,14.479638009049774,False,True,2,71.71945701357465,False,False,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~8. Combine 2 Ramps,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,8. Combine 2 Ramps,1.0,462.7545449999997,94.00921658986175,True,False,1,39.63133640552996,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~9. Scaling Round Objects,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,9. Scaling Round Objects,1.0,57.73106199999999,17.0,False,False,1,23.25,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Angled Silhouette,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,Angled Silhouette,1.0,54.30621599999999,30.232558139534884,False,False,1,37.98449612403101,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Bird Fez,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,Bird Fez,1.0,198.3339440000001,54.69613259668508,False,False,1,21.823204419889503,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~Boxes Obscure Spheres,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,Boxes Obscure Spheres,1.0,566.255417,80.53691275167785,False,False,1,14.429530201342281,False,True,7.69
e6af7d42084352a39449e6d0a09b18cd~be92bec7a507e83c33700633c0a59255~More Than Meets Your Eye,e6af7d42084352a39449e6d0a09b18cd,be92bec7a507e83c33700633c0a59255,More Than Meets Your Eye,1.0,736.4131460000004,96.42857142857143,True,False,3,83.33333333333333,True,False,7.69
